1,273,180,0,
, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7, Y7, X8, Y8, X9, Y9, X10, Y10, X11, Y11, X12, Y12, X13, Y13, X14, Y14, X15, Y15, X16, Y16, X17, Y17, X18, Y18, X19, Y19, X20, Y20, X21, Y21, X22, Y22, X23, Y23, X24, Y24, X25, Y25, X26, Y26, X27, Y27, X28, Y28, X29, Y29, X30, Y30, X31, Y31, X32, Y32, X33, Y33, X34, Y34, X35, Y35, X36, Y36, X37, Y37, X38, Y38, X39, Y39, X40, Y40, X41, Y41, X42, Y42, X43, Y43, X44, Y44, X45, Y45, X46, Y46, X47, Y47, X48, Y48, X49, Y49, X50, Y50, X51, Y51, X52, Y52, X53, Y53, X54, Y54, X55, Y55, X56, Y56, X57, Y57, X58, Y58, X59, Y59, X60, Y60, X61, Y61, X62, Y62, X63, Y63, X64, Y64, X65, Y65, X66, Y66, X67, Y67, X68, Y68, X69, Y69, X70, Y70, X71, Y71, X72, Y72, X73, Y73, X74, Y74, X75, Y75, X76, Y76, X77, Y77, X78, Y78, X79, Y79, X80, Y80, X81, Y81, X82, Y82, X83, Y83, X84, Y84, X85, Y85, X86, Y86, X87, Y87, X88, Y88, X89, Y89, X90, Y90
2.20180301.T16.KKB.F7.0f#348(243) ,10.53680,25.67750 ,34.26830,27.68680 ,62.63530,25.23450 ,13.52700,26.15210 ,10.52100,25.74080 ,11.78660,26.92730 ,13.40040,27.59180 ,15.10910,28.00320 ,16.83350,28.19300 ,18.57390,28.33540 ,20.33000,28.28790 ,22.07030,28.20880 ,23.81060,28.14560 ,25.55090,28.01900 ,27.30700,27.92410 ,29.04740,27.87660 ,30.78770,27.78170 ,32.54380,27.70260 ,34.28410,27.70260 ,34.37900,27.68680 ,35.58140,27.76590 ,36.78380,27.87660 ,37.98620,27.93990 ,39.20440,27.89240 ,40.40680,27.81330 ,41.60920,27.73420 ,42.81160,27.62350 ,44.01400,27.60760 ,45.21640,27.63930 ,46.43460,27.62350 ,47.63700,27.59180 ,48.83940,27.65510 ,50.04180,27.70260 ,51.26000,27.63930 ,52.46240,27.67090 ,53.66480,27.70260 ,54.88300,27.71840 ,56.08540,27.67090 ,57.28780,27.59180 ,58.49020,27.56020 ,59.66100,27.29120 ,60.65770,26.61090 ,61.63860,25.89900 ,62.65120,25.23450 ,62.65120,25.17120 ,61.86010,23.68400 ,60.91090,22.29180 ,59.43950,21.56400 ,57.79410,21.16850 ,56.11710,21.05780 ,54.42420,20.91540 ,52.74720,20.78880 ,51.07020,20.83630 ,49.37730,20.99450 ,47.71610,21.24760 ,46.07080,21.61150 ,44.40950,21.88040 ,42.73250,22.03870 ,41.05550,21.84880 ,39.39430,21.64310 ,37.70140,21.51660 ,36.04020,21.29510 ,34.34740,21.32670 ,32.67040,21.32670 ,30.97750,21.34250 ,29.28470,21.32670 ,27.63930,21.37420 ,25.96230,21.35840 ,24.26940,21.45330 ,22.59240,21.59570 ,20.93120,21.86460 ,19.28580,22.24430 ,17.65620,22.63990 ,15.97920,22.79810 ,14.30220,22.98790 ,12.67260,23.41510 ,11.18540,24.15870 ,10.52100,25.61420 ,62.57210,25.18700 ,57.03470,24.71240 ,51.51320,24.25360 ,45.97580,24.07960 ,40.50180,24.45930 ,35.05930,25.47180 ,29.52200,25.74080 ,24.01630,26.26290 ,13.55860,26.92730 ,14.68190,26.02550 ,13.51110,25.10790 ,12.75170,26.16790 
2.20180301.T16.KKB.F7.0f#349(244) ,10.47170,24.30340 ,31.80650,26.24440 ,67.72330,24.59700 ,14.01110,24.92320 ,10.50430,24.33600 ,11.35250,25.55930 ,12.82040,26.13020 ,14.37000,26.47280 ,15.95220,26.66850 ,17.53430,26.68480 ,19.11650,26.65220 ,20.69870,26.48910 ,22.28080,26.35860 ,23.86300,26.24440 ,25.42880,26.14650 ,27.02730,26.13020 ,28.60950,26.11390 ,30.19170,26.16280 ,31.77380,26.22810 ,31.92060,26.22810 ,33.47020,26.47280 ,35.00340,26.76640 ,36.48770,27.20670 ,37.98830,27.69610 ,39.50520,28.00600 ,41.05480,28.18540 ,42.57170,28.51160 ,44.13760,28.70740 ,45.68710,28.88680 ,47.23670,29.11510 ,48.78620,29.21300 ,50.35210,29.27820 ,51.91790,29.24560 ,53.48380,29.21300 ,55.04960,29.21300 ,56.59920,29.19670 ,58.16500,29.04990 ,59.71460,28.83780 ,61.23150,28.49530 ,62.74840,28.10390 ,64.18380,27.48400 ,65.52130,26.68480 ,66.79350,25.80400 ,67.77220,24.58070 ,67.73960,24.49910 ,66.63040,23.08010 ,64.93410,22.42760 ,63.15620,22.01980 ,61.36200,21.74260 ,59.53520,21.57950 ,57.72460,21.51420 ,55.89780,21.46530 ,54.07100,21.40000 ,52.26040,21.35110 ,50.43360,21.33480 ,48.60680,21.35110 ,46.79630,21.48160 ,44.98570,21.41630 ,43.20780,21.02490 ,41.42990,20.66600 ,39.66840,20.19300 ,37.89050,19.78520 ,36.11260,19.39380 ,34.30200,19.13280 ,32.49150,19.01860 ,30.68100,18.87180 ,28.88680,19.05120 ,27.09260,18.90440 ,25.28200,19.11650 ,23.48780,19.23070 ,21.72630,19.62210 ,19.99730,20.22560 ,18.25200,20.73130 ,16.47410,21.10640 ,14.67990,21.40000 ,12.98360,22.05250 ,11.28720,22.75380 ,10.52060,24.25450 ,67.65800,24.64590 ,61.55770,24.89060 ,55.47370,25.11890 ,49.37340,24.89060 ,43.35460,24.25450 ,37.31960,24.38490 ,31.26820,23.65090 ,25.18420,23.89560 ,13.96220,25.75510 ,14.81040,24.89060 ,13.96220,23.83040 ,13.06510,25.02110 
2.20180301.T16.KKB.F7.0f#353(245) ,7.66995,25.73550 ,30.06180,26.81310 ,61.43880,27.25680 ,11.06120,26.13170 ,7.66995,25.73550 ,8.73170,26.87650 ,10.28470,27.43120 ,11.91690,27.70060 ,13.56500,27.81150 ,15.21310,27.76390 ,16.86120,27.65300 ,18.50930,27.47870 ,20.15740,27.30440 ,21.80550,27.11420 ,23.45360,26.95570 ,25.10160,26.84480 ,26.74970,26.79730 ,28.41370,26.76560 ,30.06180,26.84480 ,30.14100,26.82900 ,31.47210,27.01910 ,32.78740,27.22510 ,34.08690,27.54210 ,35.40220,27.74810 ,36.73330,27.89070 ,38.06450,28.01750 ,39.39560,28.04920 ,40.72680,28.27100 ,42.04210,28.49290 ,43.35740,28.71480 ,44.68850,28.87320 ,46.01970,28.98420 ,47.36670,29.04760 ,48.69780,29.06340 ,50.04480,29.14260 ,51.37600,29.23770 ,52.70710,29.33280 ,54.03830,29.44370 ,55.38530,29.47540 ,56.71640,29.42790 ,58.04760,29.23770 ,59.33120,28.88910 ,60.44050,28.16010 ,61.40710,27.24100 ,61.45470,27.13010 ,60.50380,25.68800 ,59.12520,24.64210 ,57.60380,23.80220 ,56.00330,23.12080 ,54.33940,22.64540 ,52.59620,22.48690 ,50.86890,22.29670 ,49.12570,22.10660 ,47.38250,21.97980 ,45.63940,21.88470 ,43.91200,21.74210 ,42.18470,21.80550 ,40.47320,22.15410 ,38.92020,21.66280 ,37.24050,21.26670 ,35.51310,21.07650 ,33.83330,20.64860 ,32.09020,20.47430 ,30.34700,20.30000 ,28.60380,20.30000 ,26.86070,20.26830 ,25.13330,20.37920 ,23.39020,20.52190 ,21.64700,20.66450 ,19.90380,20.64860 ,18.20820,20.99730 ,16.56010,21.53610 ,14.89620,22.07490 ,13.20060,22.43940 ,11.48910,22.81970 ,9.82514,23.31090 ,8.30383,24.15080 ,7.71749,25.73550 ,61.42300,27.20930 ,55.89240,26.33770 ,50.33010,25.65630 ,44.76780,25.05410 ,39.18960,24.62620 ,33.59560,24.76890 ,28.00160,24.75300 ,22.40770,25.05410 ,11.06120,26.84480 ,11.77430,26.13170 ,11.07710,25.37100 ,10.22130,26.13170 
2.20180301.T16.KKB.F7.0f#356(246) ,11.06310,22.38430 ,34.60850,27.75460 ,63.81450,22.43270 ,14.01440,23.46480 ,11.06310,22.44880 ,11.91790,23.99700 ,13.48220,24.88400 ,15.11100,25.59350 ,16.82050,26.12570 ,18.56220,26.52890 ,20.30390,26.86760 ,22.07790,27.15790 ,23.83570,27.38360 ,25.62580,27.56100 ,27.39980,27.62560 ,29.18990,27.64170 ,30.98000,27.60940 ,32.75390,27.69010 ,34.54400,27.80290 ,34.64080,27.75460 ,35.93100,27.98030 ,37.23720,28.10940 ,38.54350,28.15770 ,39.84980,28.20610 ,41.15610,28.14160 ,42.46240,28.09320 ,43.76870,28.06100 ,45.09110,28.07710 ,46.39740,28.04490 ,47.68750,27.89970 ,48.99380,27.85130 ,50.30010,27.80290 ,51.55800,27.49650 ,52.86430,27.41590 ,54.17060,27.33530 ,55.47690,27.20620 ,56.78320,27.09340 ,58.07330,26.94820 ,59.34740,26.67410 ,60.57300,26.22250 ,61.66960,25.49680 ,62.70180,24.70660 ,63.52430,23.70670 ,63.81450,22.44880 ,63.83070,22.30360 ,62.65340,21.14250 ,61.26650,20.23940 ,59.63760,19.98140 ,57.97660,19.93300 ,56.31550,19.96520 ,54.67050,20.06200 ,53.02560,20.23940 ,51.36450,20.40070 ,49.71950,20.44900 ,48.05850,20.46520 ,46.41350,20.65870 ,44.96210,21.44890 ,43.34940,21.77140 ,41.68830,21.69080 ,40.07560,21.35210 ,38.41450,21.19090 ,36.76960,21.12640 ,35.10850,21.07800 ,33.44740,21.12640 ,31.80240,21.06190 ,30.14140,21.14250 ,28.51250,20.86830 ,26.86760,20.61030 ,25.22260,20.61030 ,23.56150,20.57810 ,21.90050,20.64260 ,20.25550,20.73930 ,18.59440,20.77160 ,16.94950,20.72320 ,15.30450,20.49740 ,13.67570,20.77160 ,12.04690,21.07800 ,11.09540,22.36810 ,63.83070,22.43270 ,58.46040,22.93260 ,53.09010,23.44870 ,47.71980,23.98080 ,42.34950,24.36790 ,37.02760,25.17420 ,31.62500,25.22260 ,26.23860,25.28710 ,13.99820,24.22280 ,14.80460,23.43250 ,14.03050,22.51330 ,13.24030,23.41640 
2.20180301.T17.KKB.F7.3f#361(247) ,13.04450,25.22620 ,37.08640,28.86380 ,68.31890,23.21290 ,16.68210,25.91990 ,13.02760,25.24310 ,14.07660,26.63050 ,15.70080,27.39190 ,17.40970,27.98400 ,19.15230,28.37320 ,20.92880,28.62690 ,22.72220,28.76230 ,24.51560,28.83000 ,26.32600,28.86380 ,28.11940,28.89770 ,29.91280,28.93150 ,31.70620,28.91460 ,33.51650,28.86380 ,35.31000,28.93150 ,37.10340,28.88070 ,37.20490,28.91460 ,38.55840,29.13450 ,39.91190,29.25300 ,41.28240,29.26990 ,42.65280,29.30370 ,44.02320,29.37140 ,45.39370,29.40520 ,46.76410,29.47290 ,48.13460,29.50670 ,49.48810,29.50670 ,50.85850,29.48980 ,52.22900,29.43910 ,53.59940,29.30370 ,54.93600,29.01610 ,56.27260,28.79610 ,57.59230,28.45780 ,58.94580,28.23780 ,60.24860,27.84870 ,61.58520,27.52720 ,62.88790,27.13810 ,64.15680,26.59670 ,65.34120,25.91990 ,66.55930,25.29390 ,67.60830,24.41410 ,68.31890,23.26360 ,68.36970,23.07750 ,66.98230,22.14700 ,65.27350,21.92700 ,63.54780,21.87630 ,61.83890,21.91010 ,60.11320,21.99470 ,58.38750,22.07930 ,56.66170,22.14700 ,54.93600,22.23160 ,53.21030,22.26540 ,51.48450,22.26540 ,49.75880,22.36690 ,48.05000,22.48540 ,46.32420,22.58690 ,44.59850,22.68840 ,42.87270,22.80680 ,41.23160,22.48540 ,39.53970,22.26540 ,37.81400,22.14700 ,36.10510,22.01160 ,34.37940,21.94390 ,32.65370,21.97780 ,30.92790,21.94390 ,29.20220,21.96090 ,27.47650,22.09620 ,25.75070,22.11310 ,24.02500,22.18080 ,22.31620,22.33310 ,20.60730,22.53610 ,18.88160,22.72220 ,17.15590,22.78990 ,15.48090,23.07750 ,13.87360,23.68660 ,13.14610,25.17550 ,68.40350,23.14520 ,62.56650,23.92350 ,56.72940,24.71870 ,50.89240,25.46310 ,45.02150,25.78460 ,39.18440,26.47820 ,33.29660,26.41060 ,27.40880,26.44440 ,16.66520,26.66430 ,17.46040,25.93680 ,16.69910,25.14160 ,15.98850,25.90300 
2.20180301.T17.KKB.F7.3f#360(248) ,10.32000,27.29600 ,34.27200,27.55200 ,63.20000,21.34400 ,13.48800,27.63200 ,10.30400,27.31200 ,11.64800,28.44800 ,13.26400,29.15200 ,15.00800,29.44000 ,16.76800,29.56800 ,18.52800,29.66400 ,20.27200,29.52000 ,22.03200,29.29600 ,23.76000,28.99200 ,25.50400,28.68800 ,27.23200,28.36800 ,28.97600,28.14400 ,30.73600,27.95200 ,32.48000,27.74400 ,34.24000,27.56800 ,34.36800,27.60000 ,35.63200,27.76000 ,36.91200,27.80800 ,38.19200,27.85600 ,39.47200,27.76000 ,40.75200,27.74400 ,42.03200,27.71200 ,43.31200,27.68000 ,44.59200,27.69600 ,45.87200,27.71200 ,47.13600,27.58400 ,48.41600,27.47200 ,49.68000,27.31200 ,50.94400,27.08800 ,52.19200,26.83200 ,53.44000,26.56000 ,54.68800,26.24000 ,55.92000,25.90400 ,57.13600,25.52000 ,58.35200,25.10400 ,59.56800,24.73600 ,60.67200,24.09600 ,61.76000,23.42400 ,62.72000,22.59200 ,63.20000,21.42400 ,63.24800,21.31200 ,61.92000,20.28800 ,60.32000,19.72800 ,58.67200,19.37600 ,56.99200,19.21600 ,55.31200,19.05600 ,53.63200,19.15200 ,51.95200,19.36000 ,50.28800,19.63200 ,48.62400,19.93600 ,46.97600,20.22400 ,45.31200,20.56000 ,43.63200,20.72000 ,42.00000,21.13600 ,40.32000,21.02400 ,38.64000,20.80000 ,36.96000,20.67200 ,35.28000,20.67200 ,33.58400,20.59200 ,31.90400,20.65600 ,30.22400,20.76800 ,28.52800,20.83200 ,26.88000,21.13600 ,25.21600,21.47200 ,23.60000,21.92000 ,21.96800,22.33600 ,20.33600,22.78400 ,18.75200,23.37600 ,17.12000,23.82400 ,15.47200,24.12800 ,13.80800,24.43200 ,12.17600,24.84800 ,10.68800,25.63200 ,10.30400,27.26400 ,63.20000,21.36000 ,57.48800,22.08000 ,51.77600,22.92800 ,46.06400,23.71200 ,40.33600,24.35200 ,34.68800,25.42400 ,28.96000,26.04800 ,23.28000,27.04000 ,13.68000,28.48000 ,14.68800,27.29600 ,13.36000,26.54400 ,12.57600,27.77600 
2.20180301.T17.KKB.F7.3f#366(249) ,13.01110,25.39130 ,36.80950,26.66880 ,66.39590,24.39770 ,16.30720,26.16410 ,13.01110,25.45440 ,14.08350,26.74760 ,15.72370,27.39420 ,17.44270,27.82000 ,19.19330,28.04080 ,20.95970,28.07240 ,22.72600,27.93040 ,24.47660,27.59930 ,26.21140,27.31540 ,27.96200,27.01570 ,29.72830,26.82650 ,31.47890,26.62140 ,33.26100,26.58990 ,35.02740,26.60570 ,36.79370,26.71610 ,36.85680,26.71610 ,38.13430,26.93690 ,39.39600,27.26810 ,40.65760,27.58350 ,41.95090,27.61500 ,43.24410,27.70960 ,44.55310,27.80430 ,45.84630,27.91470 ,47.13950,28.04080 ,48.43270,28.16700 ,49.72600,28.24590 ,51.01920,28.30890 ,52.32820,28.30890 ,53.62140,28.30890 ,54.93040,28.32470 ,56.22360,28.26160 ,57.51680,28.18280 ,58.81010,28.04080 ,60.10330,27.93040 ,61.39650,27.77270 ,62.62660,27.41000 ,63.54140,26.49530 ,64.77150,26.25870 ,65.84390,25.58060 ,66.41170,24.42930 ,66.44320,24.28730 ,65.32350,22.99410 ,63.85680,22.11090 ,62.23240,21.59050 ,60.54490,21.32240 ,58.85740,21.10160 ,57.15410,20.94390 ,55.45080,21.08580 ,53.73180,21.16470 ,52.02850,21.16470 ,50.30950,21.13310 ,48.60620,21.14890 ,47.12370,21.82710 ,45.51510,21.95320 ,43.92220,21.30660 ,42.26630,20.88080 ,40.59460,20.56540 ,38.90710,20.25000 ,37.23530,19.95030 ,35.51630,19.85570 ,33.81300,19.93450 ,32.10980,19.79260 ,30.40650,19.95030 ,28.71900,20.20270 ,27.03150,20.47080 ,25.35980,20.81770 ,23.68800,21.16470 ,22.07940,21.76400 ,20.48650,22.36330 ,18.79900,22.66290 ,17.12730,22.97830 ,15.47140,23.43570 ,13.83120,23.92460 ,13.02680,25.40710 ,66.41170,24.31890 ,60.93910,24.38200 ,55.48240,24.35040 ,50.00980,24.33470 ,44.53730,24.39770 ,39.08050,24.66580 ,33.65530,24.49240 ,28.21430,24.96550 ,16.40180,26.95260 ,17.50580,25.81710 ,16.18100,25.06010 ,15.43980,26.30600 
2.20180301.T17.KKB.F7.3f#368(250) ,14.40850,27.33090 ,34.34130,27.07240 ,64.82200,23.03420 ,17.84910,27.67010 ,14.40850,27.34700 ,15.44230,28.33240 ,16.83140,28.76850 ,18.30130,28.91390 ,19.75510,29.05920 ,21.22500,29.02690 ,22.69500,28.94620 ,24.16490,28.78460 ,25.58640,28.44540 ,27.02400,28.10620 ,28.46160,27.78320 ,29.89920,27.52470 ,31.35300,27.26630 ,32.82290,27.16930 ,34.29280,27.07240 ,34.37360,27.08860 ,35.73040,27.13700 ,37.07110,27.20170 ,38.42800,27.20170 ,39.78480,27.25010 ,41.12550,27.20170 ,42.46620,27.16930 ,43.80690,27.07240 ,45.16380,27.15320 ,46.52060,27.16930 ,47.86130,27.25010 ,49.21820,27.20170 ,50.55890,27.05630 ,51.56040,27.02400 ,52.91720,27.00780 ,54.25790,26.99170 ,55.61480,26.87860 ,56.95550,26.73320 ,58.26390,26.41020 ,59.57230,26.07090 ,60.91300,25.95790 ,62.20520,25.65100 ,63.35210,24.94020 ,63.94970,23.79340 ,64.87040,23.01800 ,64.87040,22.98570 ,64.35360,21.56430 ,62.94820,20.72430 ,61.36520,20.27200 ,59.76610,19.91660 ,58.11850,19.99740 ,56.47090,20.01360 ,54.80710,20.01360 ,53.28870,20.17510 ,51.67340,20.23970 ,50.02580,20.43350 ,48.37820,20.49820 ,46.73060,20.62740 ,45.08300,20.51430 ,43.41930,20.56280 ,41.77170,20.56280 ,40.12410,20.56280 ,38.47640,20.38510 ,36.84500,20.22360 ,35.18120,20.22360 ,33.54980,20.35280 ,31.91830,20.61120 ,30.30300,20.96660 ,28.68770,21.32200 ,27.07240,21.62890 ,25.44100,21.93580 ,23.85800,22.37190 ,22.38810,23.14720 ,20.86970,23.77720 ,19.23820,24.08410 ,17.63910,24.48790 ,16.05610,24.97250 ,14.76380,25.84480 ,14.37620,27.21780 ,64.82200,23.01800 ,59.52380,22.84030 ,54.24180,23.05030 ,48.94360,23.42190 ,43.66160,23.64800 ,38.44410,24.43950 ,33.17830,24.90790 ,28.02550,25.94170 ,18.01060,28.63930 ,19.23820,27.46010 ,17.67140,26.53940 ,16.83140,27.79930 
2.20180301.T18.KKB.F7.6f#370(251) ,11.50650,25.57000 ,35.06030,27.99580 ,65.30170,23.83250 ,14.96500,25.73390 ,11.47370,25.58640 ,12.58830,26.79930 ,14.22740,27.42210 ,15.91570,27.84830 ,17.62030,28.15970 ,19.37420,28.27450 ,21.11160,28.37280 ,22.84910,28.30730 ,24.60290,28.19250 ,26.34030,28.07780 ,28.07780,27.99580 ,29.83160,27.97940 ,31.56910,27.94670 ,33.32290,27.93030 ,35.06030,27.99580 ,35.10950,27.89750 ,36.40440,28.22530 ,37.73210,28.40560 ,39.05980,28.48760 ,40.40380,28.48760 ,41.71510,28.25810 ,43.05920,28.20890 ,44.38680,28.06140 ,45.71450,28.15970 ,47.05860,28.15970 ,48.38620,28.11060 ,49.73030,28.07780 ,51.05800,28.15970 ,52.36920,28.01220 ,53.71330,27.94670 ,55.04100,27.88110 ,56.38500,27.79910 ,57.71270,27.66800 ,59.04040,27.61880 ,60.36810,27.53690 ,61.69570,27.34020 ,62.94140,26.88120 ,64.00690,26.11090 ,64.87560,25.07820 ,65.36730,23.86530 ,65.40010,23.75060 ,64.35110,22.42290 ,62.89230,21.52140 ,61.31870,20.80020 ,59.63050,20.76740 ,57.97500,20.94770 ,56.25390,20.81660 ,54.54920,20.63630 ,52.84460,20.50510 ,51.10710,20.50510 ,49.38610,20.57070 ,47.66500,20.78380 ,45.96040,21.07880 ,44.23930,21.34110 ,42.53460,21.29190 ,40.81360,21.19360 ,39.09250,21.02970 ,37.35510,20.99690 ,35.61760,20.94770 ,33.89660,20.86570 ,32.19190,20.99690 ,30.48730,20.73460 ,28.74980,20.65270 ,27.02880,20.68540 ,25.30770,20.89850 ,23.58660,21.12800 ,21.89840,21.48860 ,20.22650,21.93120 ,18.57100,21.96390 ,16.86630,22.17700 ,15.19450,22.52120 ,13.57170,23.09490 ,12.08020,23.96360 ,11.50650,25.57000 ,65.23620,23.83250 ,59.56490,23.91450 ,53.87720,23.99640 ,48.20590,24.12760 ,42.53460,24.32420 ,36.94530,25.32410 ,31.29040,25.48800 ,25.61910,25.75030 ,14.99780,26.76650 ,16.24350,25.66830 ,14.98140,24.57010 ,14.01430,25.66830 
2.20180301.T18.KKB.F7.6f#373(252) ,15.32860,26.43030 ,38.56820,28.14080 ,61.14990,27.41710 ,18.12460,26.75930 ,15.36150,26.46320 ,16.51280,27.66390 ,18.04240,28.43690 ,19.70350,28.89740 ,21.41400,29.11120 ,23.12450,29.30860 ,24.85140,29.40720 ,26.56190,29.30860 ,28.27240,29.11120 ,29.98290,28.89740 ,31.69340,28.70000 ,33.40390,28.45330 ,35.13080,28.28880 ,36.84130,28.22310 ,38.56820,28.19020 ,38.63400,28.14080 ,39.58790,28.23950 ,40.55830,28.28880 ,41.52870,28.32170 ,42.48260,28.38750 ,43.45300,28.43690 ,44.40690,28.48620 ,45.37730,28.53550 ,46.33120,28.61780 ,47.30160,28.71650 ,48.25550,28.79870 ,49.22590,28.86450 ,50.17980,28.94670 ,51.15020,29.02900 ,52.10410,29.09470 ,53.07450,29.17700 ,54.02840,29.24280 ,54.98230,29.34140 ,55.95270,29.47300 ,56.90660,29.53880 ,57.84410,29.34140 ,58.71580,28.93030 ,59.55460,28.45330 ,60.36050,27.94350 ,61.19930,27.45000 ,61.18280,27.36780 ,60.80460,25.87110 ,60.67300,24.35800 ,59.62040,23.32180 ,58.32110,22.59820 ,56.85730,22.28570 ,55.36060,21.89100 ,53.81460,21.72650 ,52.28500,21.57850 ,50.73900,21.52910 ,49.22590,21.20020 ,47.86080,21.79230 ,46.33120,21.61140 ,44.78520,21.44690 ,43.23920,21.36470 ,41.69310,21.28240 ,40.14710,21.29890 ,38.60110,21.31530 ,37.05510,21.34820 ,35.49260,21.36470 ,33.96310,21.47980 ,32.41700,21.62780 ,30.87100,21.77580 ,29.32500,21.89100 ,27.79540,22.05540 ,26.28230,22.36790 ,24.80210,22.82840 ,23.32180,23.28900 ,21.79230,23.51920 ,20.24630,23.61790 ,18.71670,23.73300 ,17.25290,24.16060 ,16.00290,25.06520 ,15.32860,26.39740 ,61.13350,27.40070 ,56.70930,25.88760 ,52.08760,25.19680 ,47.44960,24.83500 ,42.81150,25.16390 ,38.18990,25.87110 ,33.51900,26.11780 ,28.89740,26.79220 ,18.12460,27.43360 ,18.81540,26.77570 ,18.09170,26.08490 ,17.49960,26.77570 
2.20180301.T18.KKB.F7.6f#375(253) ,7.49586,23.77210 ,30.50380,26.12980 ,61.70670,22.35750 ,10.66660,24.56890 ,7.44708,23.75590 ,8.63406,24.87780 ,10.11370,25.73960 ,11.72350,26.30870 ,13.41450,26.56880 ,15.12180,26.73140 ,16.82910,26.87780 ,18.55270,26.86150 ,20.26000,26.76400 ,21.98350,26.65010 ,23.69080,26.55260 ,25.41440,26.42250 ,27.12170,26.32490 ,28.82900,26.24360 ,30.55250,26.17860 ,30.52000,26.08100 ,31.85330,26.27620 ,33.20290,26.37370 ,34.56880,26.47130 ,35.91830,26.53630 ,37.26790,26.60140 ,38.61750,26.66640 ,39.96710,26.73140 ,41.31670,26.82900 ,42.68250,26.94280 ,44.03210,27.04040 ,45.38170,27.04040 ,46.73120,27.02410 ,48.08080,26.95910 ,49.44670,26.87780 ,50.79620,26.79650 ,52.14580,26.68270 ,53.47910,26.52010 ,54.81250,26.24360 ,56.12950,25.91840 ,57.41410,25.49570 ,58.60100,24.86150 ,59.75550,24.14610 ,60.82870,23.31680 ,61.73920,22.32500 ,61.77170,22.21120 ,60.47090,21.12170 ,58.89370,20.42260 ,57.26770,19.91850 ,55.57670,19.60960 ,53.88560,19.41440 ,52.16210,19.34940 ,50.45480,19.33310 ,48.74750,19.33310 ,47.04020,19.34940 ,45.31660,19.28440 ,43.60930,19.34940 ,41.91830,19.62580 ,40.22720,19.90220 ,38.55250,20.01610 ,36.92650,19.51200 ,35.23540,19.25180 ,33.52810,19.07300 ,31.82080,18.94290 ,30.11350,18.86160 ,28.40620,18.71530 ,26.69890,18.74780 ,24.99160,18.89410 ,23.28430,19.04050 ,21.60950,19.30060 ,19.98350,19.83720 ,18.34130,20.30870 ,16.66650,20.73150 ,14.99170,21.00790 ,13.28440,21.08920 ,11.57710,21.26810 ,9.88608,21.47950 ,8.47146,22.45510 ,7.57716,23.75590 ,61.65790,22.21120 ,55.73930,22.39000 ,49.82060,22.52010 ,43.90200,22.71520 ,37.99960,22.95910 ,32.17850,23.70710 ,26.25990,24.03230 ,20.37380,24.56890 ,10.68280,25.31680 ,11.64220,24.58510 ,10.66660,23.75590 ,9.96738,24.58510 
2.20180301.T18.KKB.F7.6f#378(254) ,12.12380,23.80910 ,35.94980,28.53050 ,66.38570,26.28790 ,14.97350,24.97260 ,12.12380,23.85970 ,13.01750,25.29300 ,14.60250,26.13610 ,16.27180,26.81060 ,17.99180,27.31640 ,19.76230,27.67050 ,21.53280,27.95720 ,23.32010,28.19330 ,25.10750,28.41250 ,26.89490,28.54740 ,28.69910,28.61480 ,30.50340,28.66540 ,32.30760,28.61480 ,34.09500,28.54740 ,35.89920,28.53050 ,36.03410,28.53050 ,37.33250,28.69910 ,38.63080,28.83400 ,39.92920,28.95210 ,41.22760,29.01950 ,42.54280,29.08700 ,43.84120,29.15440 ,45.12270,29.39050 ,46.43790,29.44110 ,47.73630,29.49160 ,49.05160,29.52540 ,50.34990,29.57590 ,51.66520,29.55910 ,52.96350,29.52540 ,54.27880,29.50850 ,55.57720,29.49160 ,56.87550,29.40730 ,58.19080,29.32300 ,59.48910,29.23870 ,60.77060,29.00260 ,62.05220,28.74970 ,63.33370,28.46310 ,64.56460,28.00780 ,65.67750,27.35020 ,66.47000,26.30470 ,66.38570,26.20350 ,65.44140,24.78710 ,64.12620,23.70800 ,62.55800,22.99980 ,60.90550,22.51080 ,59.23620,22.13980 ,57.55000,21.83630 ,55.84690,21.63390 ,54.12700,21.60020 ,52.42400,21.78570 ,50.70400,21.95430 ,49.00100,22.10610 ,47.29790,22.22410 ,45.67920,22.76370 ,43.99300,23.03350 ,42.28990,23.16840 ,40.75550,22.64570 ,39.08610,22.51080 ,37.36620,22.52760 ,35.64630,22.52760 ,33.92630,22.52760 ,32.22330,22.57820 ,30.50340,22.64570 ,28.78340,22.69630 ,27.06350,22.73000 ,25.34360,22.73000 ,23.62370,22.67940 ,21.92060,22.64570 ,20.20070,22.59510 ,18.48080,22.54450 ,16.76080,22.52760 ,15.04090,22.51080 ,13.33780,22.44330 ,12.20810,23.60680 ,66.31820,26.32160 ,60.72010,25.52910 ,55.08820,25.41100 ,49.43940,25.47850 ,43.79060,25.59650 ,38.15870,26.03490 ,32.54370,26.52390 ,26.89490,26.38900 ,14.97350,25.74830 ,15.79970,25.00630 ,14.97350,24.16320 ,14.18090,24.98950 
